sheet_id,kind,label,source_filename,crop_filename,year,method,instrument,crop_w,crop_h,frame_w,frame_h,frame_measured,cells,anchor,west,north,east,south,deg_per_px_x,deg_per_px_y,span_lon_arcmin,span_lat_arcmin
34-XXV-a,single,KK 083-04-01/085-04-10_080 - 05978 - 079,078_KK 083-04-01-085-04-10_080 - 05978 - 079.jpg,34-XXV-a.jpg,1929-1930,terrestrial,theodoliet- en bergboussole,4356,4332,4341.8,4324.0,both,"8,0",cell,105.8091559,-2.0004386,105.8927617,-2.0839261,0.000019193,0.000019272,5.0164,5.0093
34-XXV-b,single,KK 083-04-01/085-04-10_081 - 05978 - 080,079_KK 083-04-01-085-04-10_081 - 05978 - 080.jpg,34-XXV-b.jpg,1928-1930,terrestrial,theodoliet- en bergboussole,4354,4340,4343.7,4325.2,both,"9,0",cell,105.8925871,-2.0003115,105.9761180,-2.0839299,0.000019185,0.000019267,5.0119,5.0171
34-XXV-c,single,KK 083-04-01/085-04-10_082 - 05978 - 081,080_KK 083-04-01-085-04-10_082 - 05978 - 081.jpg,34-XXV-c.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4354,4330,4347.9,4325.4,width,"10,0",cell,105.9759358,-2.0004791,106.0593860,-2.0839009,0.000019166,0.000019266,5.0070,5.0053
34-XXV-d,single,KK 083-04-01/085-04-10_083 - 05978 - 082,081_KK 083-04-01-085-04-10_083 - 05978 - 082.jpg,34-XXV-d.jpg,1930,terrestrial,theodoliet- en bergboussole,4354,4326,4343.8,4321.3,height,"11,0",cell,106.0591022,-2.0004521,106.1426312,-2.0838760,0.000019184,0.000019284,5.0117,5.0054
34-XXV-e,single,KK 083-04-01/085-04-10_084 - 05978 - 083,082_KK 083-04-01-085-04-10_084 - 05978 - 083.jpg,34-XXV-e.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4356,4326,4349.5,4314.4,both,"8,1",cell,105.8092385,-2.0837085,105.8926964,-2.1672650,0.000019159,0.000019315,5.0075,5.0134
34-XXV-f,single,KK 083-04-01/085-04-10_085 - 05978 - 084,083_KK 083-04-01-085-04-10_085 - 05978 - 084.jpg,34-XXV-f.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4362,4318,4358.4,4312.0,both,"9,1",cell,105.8926274,-2.0837663,105.9760296,-2.1672149,0.000019120,0.000019326,5.0041,5.0069
34-XXV-g,single,KK 083-04-01/085-04-10_086 - 05978 - 085,084_KK 083-04-01-085-04-10_086 - 05978 - 085.jpg,34-XXV-g.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4348,4340,4337.8,4327.2,both,"10,1",cell,105.9759261,-2.0836330,106.0594554,-2.1672133,0.000019211,0.000019258,5.0118,5.0148
34-XXV-h,single,KK 083-04-01/085-04-10_087 - 05978 - 086,085_KK 083-04-01-085-04-10_087 - 05978 - 086.jpg,34-XXV-h.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4352,4334,4346.9,4313.4,both,"11,1",cell,106.0592806,-2.0835102,106.1427117,-2.1672401,0.000019171,0.000019319,5.0059,5.0238
34-XXV-i,single,KK 083-04-01/085-04-10_088 - 05978 - 087,086_KK 083-04-01-085-04-10_088 - 05978 - 087.jpg,34-XXV-i.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4338,4338,4334.3,4326.7,both,"8,2",cell,105.8092940,-2.1670318,105.8926985,-2.2505833,0.000019226,0.000019260,5.0043,5.0131
34-XXV-k,single,KK 083-04-01/085-04-10_089 - 05978 - 088,087_KK 083-04-01-085-04-10_089 - 05978 - 088.jpg,34-XXV-k.jpg,1929-1930,terrestrial,bergboussole,4358,4320,4348.5,4313.4,both,"9,2",cell,105.8926101,-2.1671111,105.9761255,-2.2505714,0.000019164,0.000019320,5.0109,5.0076
34-XXV-l,single,KK 083-04-01/085-04-10_090 - 05978 - 089,088_KK 083-04-01-085-04-10_090 - 05978 - 089.jpg,34-XXV-l.jpg,1928-1929,terrestrial,bergboussole,4356,4326,4339.8,4318.1,both,"10,2",cell,105.9758129,-2.1671091,106.0594573,-2.2505948,0.000019202,0.000019299,5.0187,5.0091
34-XXV-m,single,KK 083-04-01/085-04-10_091 - 05978 - 090,089_KK 083-04-01-085-04-10_091 - 05978 - 090.jpg,34-XXV-m.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4346,4344,4334.2,4328.0,height,"11,2",cell,106.0592979,-2.1669450,106.1428581,-2.2505872,0.000019227,0.000019255,5.0136,5.0185
34-XXV-n,single,KK 083-04-01/085-04-10_092 - 05978 - 091,090_KK 083-04-01-085-04-10_092 - 05978 - 091.jpg,34-XXV-n.jpg,1930-1931,terrestrial,bergboussole,4348,4344,4340.5,4327.1,both,"8,3",cell,105.8092249,-2.2503461,105.8927023,-2.3340052,0.000019199,0.000019259,5.0086,5.0195
34-XXV-o,single,KK 083-04-01/085-04-10_093 - 05978 - 092,091_KK 083-04-01-085-04-10_093 - 05978 - 092.jpg,34-XXV-o.jpg,1930-1931,terrestrial,bergboussole,4362,4334,4351.0,4325.3,both,"9,3",cell,105.8925833,-2.2504502,105.9761273,-2.3339509,0.000019153,0.000019266,5.0126,5.0100
34-XXV-p,single,KK 083-04-01/085-04-10_094 - 05978 - 093,092_KK 083-04-01-085-04-10_094 - 05978 - 093.jpg,34-XXV-p.jpg,1929-1930,terrestrial,theodoliet- en bergboussole,4354,4326,4348.5,4316.6,both,"10,3",cell,105.9759473,-2.2504425,106.0593860,-2.3339567,0.000019164,0.000019305,5.0063,5.0109
34-XXV-q,single,KK 083-04-01/085-04-10_095 - 05978 - 094,093_KK 083-04-01-085-04-10_095 - 05978 - 094.jpg,34-XXV-q.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4352,4306,4345.7,4303.5,width,"11,3",cell,106.0592634,-2.2504309,106.1427175,-2.3338124,0.000019176,0.000019364,5.0072,5.0029
34-XXVI-a,single,KK 083-04-01/085-04-10_096 - 05978 - 095,094_KK 083-04-01-085-04-10_096 - 05978 - 095.jpg,34-XXVI-a.jpg,1931,terrestrial,bergboussole,4342,4322,4332.5,4315.9,both,"8,4",cell,105.8092613,-2.3337409,105.8927774,-2.4171921,0.000019234,0.000019308,5.0110,5.0071
34-XXVI-b,single,KK 083-04-01/085-04-10_097 - 05978 - 096,095_KK 083-04-01-085-04-10_097 - 05978 - 096.jpg,34-XXVI-b.jpg,1930-1931,terrestrial,bergboussole,4346,4336,4335.0,4324.1,both,"9,4",cell,105.8925428,-2.3337313,105.9760876,-2.4172944,0.000019223,0.000019272,5.0127,5.0138
34-XXVI-c,single,KK 083-04-01/085-04-10_098 - 05978 - 097,096_KK 083-04-01-085-04-10_098 - 05978 - 097.jpg,34-XXVI-c.jpg,1929-1930,terrestrial,theodoliet- en bergboussole,4354,4334,4345.6,4326.2,none,"10,4",cell,105.9759645,-2.3336622,106.0594590,-2.4171457,0.000019176,0.000019262,5.0097,5.0090
34-XXVI-d,single,KK 083-04-01/085-04-10_099 - 05978 - 098,097_KK 083-04-01-085-04-10_099 - 05978 - 098.jpg,34-XXVI-d.jpg,1929-1931,terrestrial,theodoliet- en bergboussole,4354,4334,4347.9,4326.8,both,"11,4",cell,106.0592845,-2.3337566,106.1427347,-2.4172285,0.000019166,0.000019260,5.0070,5.0083
34-XXVI-e,single,KK 083-04-01/085-04-10_100 - 05978 - 099,098_KK 083-04-01-085-04-10_100 - 05978 - 099.jpg,34-XXVI-e.jpg,1931,terrestrial,bergboussole,4344,4336,4333.6,4323.9,both,"8,5",cell,105.8091921,-2.4170009,105.8927254,-2.5005679,0.000019230,0.000019273,5.0120,5.0140
34-XXVI-f,single,KK 083-04-01/085-04-10_101 - 05978 - 100,099_KK 083-04-01-085-04-10_101 - 05978 - 100.jpg,34-XXVI-f.jpg,1931,terrestrial,bergboussole,4344,4334,4337.7,4324.0,both,"9,5",cell,105.8925870,-2.4170339,105.9760414,-2.5005601,0.000019211,0.000019272,5.0073,5.0116
34-XXVI-g,single,KK 083-04-01/085-04-10_102 - 05978 - 101,100_KK 083-04-01-085-04-10_102 - 05978 - 101.jpg,34-XXVI-g.jpg,1930-1931,terrestrial,bergboussole,4368,4346,4346.1,4326.0,both,"10,5",cell,105.9757651,-2.4169147,106.0595184,-2.5006331,0.000019174,0.000019263,5.0252,5.0231
34-XXVI-h,single,KK 083-04-01/085-04-10_103 - 05978 - 102,101_KK 083-04-01-085-04-10_103 - 05978 - 102.jpg,34-XXVI-h.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4350,4334,4342.0,4326.7,both,"11,5",cell,106.0592269,-2.4171149,106.1427137,-2.5005889,0.000019192,0.000019260,5.0092,5.0084
34-XXVI-k,single,KK 083-04-01/085-04-10_104 - 05978 - 103,102_KK 083-04-01-085-04-10_104 - 05978 - 103.jpg,34-XXVI-k.jpg,1931,terrestrial,theodoliet- en bergboussole,4350,4334,4350.0,4202.0,height,"9,6",cell,105.8926312,-2.5004425,105.9759645,-2.5863150,0.000019157,0.000019814,5.0000,5.1523
34-XXVI-l,single,KK 083-04-01/085-04-10_105 - 05978 - 104,103_KK 083-04-01-085-04-10_105 - 05978 - 104.jpg,34-XXVI-l.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4360,4336,4340.3,4321.7,both,"10,6",cell,105.9758148,-2.5003942,106.0595264,-2.5840033,0.000019200,0.000019283,5.0227,5.0165
34-XXVI-m,single,KK 083-04-01/085-04-10_106 - 05978 - 105,104_KK 083-04-01-085-04-10_106 - 05978 - 105.jpg,34-XXVI-m.jpg,1931,terrestrial,theodoliet- en bergboussole,4350,4336,4335.3,4323.2,both,"11,6",cell,106.0590903,-2.5004173,106.1427062,-2.5839977,0.000019222,0.000019276,5.0170,5.0148
34-XXVI-on,composite,KK 083-04-01/085-04-10_107 - 05978 - 106,105_KK 083-04-01-085-04-10_107 - 05978 - 106.jpg,34-XXVI-on.jpg,1932,terrestrial,theodoliet- en bergboussole,4756,4338,4748.2,4322.7,both,"9,7;8,7",right,105.8847768,-2.5835791,105.9760874,-2.6672074,0.000019199,0.000019278,5.4786,5.0177
34-XXVI-p,single,KK 083-04-01/085-04-10_108 - 05978 - 107,106_KK 083-04-01-085-04-10_108 - 05978 - 107.jpg,34-XXVI-p.jpg,1932,terrestrial,theodoliet- en bergboussole,4342,4336,4338.0,4328.0,both,"10,7",cell,105.9759607,-2.5837661,106.0593709,-2.6672538,0.000019210,0.000019255,5.0046,5.0093
34-XXVI-q,single,KK 083-04-01/085-04-10_109 - 05978 - 108,107_KK 083-04-01-085-04-10_109 - 05978 - 108.jpg,34-XXVI-q.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4350,4330,4338.7,4320.9,both,"11,7",cell,106.0591519,-2.5836928,106.1427023,-2.6672017,0.000019207,0.000019286,5.0130,5.0105
34-XXVII-b,single,KK 083-04-01/085-04-10_110 - 05978 - 109,108_KK 083-04-01-085-04-10_110 - 05978 - 109.jpg,34-XXVII-b.jpg,1934-1935,terrestrial,bergboussole,4340,4328,4332.7,4323.4,both,"9,8",cell,105.8926043,-2.6671148,105.9760780,-2.7505370,0.000019234,0.000019275,5.0084,5.0053
34-XXVII-c,single,KK 083-04-01/085-04-10_111 - 05978 - 110,109_KK 083-04-01-085-04-10_111 - 05978 - 110.jpg,34-XXVII-c.jpg,1934-1935,terrestrial,bergboussole,4330,4324,4326.1,4317.8,both,"10,8",cell,105.9759588,-2.6671109,106.0593672,-2.7505642,0.000019263,0.000019300,5.0045,5.0072
34-XXVII-d,single,KK 083-04-01/085-04-10_112 - 05978 - 111,110_KK 083-04-01-085-04-10_112 - 05978 - 111.jpg,34-XXVII-d.jpg,1934-1935,terrestrial,bergboussole,4350,4334,4343.8,4325.3,height,"11,8",cell,106.0591789,-2.6670629,106.1426312,-2.7505638,0.000019184,0.000019266,5.0071,5.0101
34-XXVII-f,single,KK 083-04-01/085-04-10_113 - 05978 - 112,111_KK 083-04-01-085-04-10_113 - 05978 - 112.jpg,34-XXVII-f.jpg,1934-1935,terrestrial,bergboussole,4346,4332,4337.9,4325.9,both,"9,9",cell,105.8925678,-2.7504521,105.9760568,-2.8339031,0.000019211,0.000019264,5.0093,5.0071
34-XXVII-g,irregular,KK 083-04-01/085-04-10_114 - 05978 - 113,112_KK 083-04-01-085-04-10_114 - 05978 - 113.jpg,34-XXVII-g.jpg,1934-1935,terrestrial,bergboussole,4338,4524,4331.2,4513.2,both,"10,9",top,105.9759107,-2.7503632,106.0593748,-2.8377644,0.000019240,0.000019319,5.0079,5.2441
34-XXVII-h,single,KK 083-04-01/085-04-10_115 - 05978 - 114,113_KK 083-04-01-085-04-10_115 - 05978 - 114.jpg,34-XXVII-h.jpg,1933-1934,terrestrial,theodoliet- en bergboussole,4360,4344,4352.9,4329.3,both,"11,9",cell,106.0592634,-2.7504502,106.1427327,-2.8340662,0.000019144,0.000019249,5.0082,5.0170
34-XXVII-m,single,KK 083-04-01/085-04-10_116 - 05978 - 115,114_KK 083-04-01-085-04-10_116 - 05978 - 115.jpg,34-XXVII-m.jpg,1933-1934,terrestrial,theodoliet- en bergboussole,4354,4344,4340.6,4330.8,both,"11,10",cell,106.0592633,-2.8336678,106.1428539,-2.9172556,0.000019199,0.000019242,5.0154,5.0153
35-XXIV-i,single,KK 083-04-01/085-04-10_117 - 05978 - 116,115_KK 083-04-01-085-04-10_117 - 05978 - 116.jpg,35-XXIV-i.jpg,1931,terrestrial,bergboussole,4346,4342,4341.1,4323.0,both,"12,-2",cell,106.1426024,-1.8335522,106.2260298,-1.9172518,0.000019196,0.000019277,5.0056,5.0220
35-XXIV-n,single,KK 083-04-01/085-04-10_118 - 05978 - 117,116_KK 083-04-01-085-04-10_118 - 05978 - 117.jpg,35-XXIV-n.jpg,1931,aerial,bergboussole,4348,4328,4286.8,4323.3,both,"12,-1",cell,106.1416165,-1.9171165,106.2261395,-2.0005415,0.000019440,0.000019276,5.0714,5.0055
35-XXV-a,single,KK 083-04-01/085-04-10_119 - 05978 - 118,117_KK 083-04-01-085-04-10_119 - 05978 - 118.jpg,35-XXV-a.jpg,1930,terrestrial,bergboussole,4358,4330,4344.2,4324.8,both,"12,0",cell,106.1425948,-2.0004598,106.2261928,-2.0838933,0.000019183,0.000019269,5.0159,5.0060
35-XXV-e,single,KK 083-04-01/085-04-10_120 - 05978 - 119,118_KK 083-04-01-085-04-10_120 - 05978 - 119.jpg,35-XXV-e.jpg,1927-1928,terrestrial,theodoliet- en bergboussole,4336,4330,4330.1,4322.3,both,"12,1",cell,106.1426062,-2.0837718,106.2260531,-2.1672540,0.000019245,0.000019280,5.0068,5.0089
35-XXV-i,single,KK 083-04-01/085-04-10_121 - 05978 - 120,119_KK 083-04-01-085-04-10_121 - 05978 - 120.jpg,35-XXV-i.jpg,1927-1928,terrestrial,theodoliet boussole en boussole tranche montagne,4342,4336,4334.9,4323.1,both,"12,2",cell,106.1425620,-2.1669624,106.2260318,-2.2505447,0.000019224,0.000019276,5.0082,5.0149
35-XXV-n,single,KK 083-04-01/085-04-10_122 - 05978 - 121,120_KK 083-04-01-085-04-10_122 - 05978 - 121.jpg,35-XXV-n.jpg,1928-1929,terrestrial,theodoliet- en bergboussole,4352,4334,4332.3,4322.7,both,"12,3",cell,106.1423196,-2.2503613,106.2260319,-2.3339128,0.000019235,0.000019278,5.0227,5.0131
35-XXV-o,single,KK 083-04-01/085-04-10_123 - 05978 - 122,121_KK 083-04-01-085-04-10_123 - 05978 - 122.jpg,35-XXV-o.jpg,1927-1928,terrestrial,theodoliet boussole en boussole tranche montagne,4358,4324,4332.0,4319.2,both,"13,3",cell,106.2256568,-2.2504482,106.3094902,-2.3338742,0.000019237,0.000019294,5.0300,5.0056
35-XXVI-a,single,KK 083-04-01/085-04-10_124 - 05978 - 123,122_KK 083-04-01-085-04-10_124 - 05978 - 123.jpg,35-XXVI-a.jpg,1930-1931,terrestrial,bergboussole,4346,4334,4335.8,4322.6,both,"12,4",cell,106.1425889,-2.3336561,106.2261183,-2.4172094,0.000019220,0.000019279,5.0118,5.0132
35-XXVI-b,single,KK 083-04-01/085-04-10_125 - 05978 - 124,123_KK 083-04-01-085-04-10_125 - 05978 - 124.jpg,35-XXVI-b.jpg,1930,terrestrial,theodoliet- en bergboussole,4352,4334,4344.8,4326.0,both,"13,4",cell,106.2259339,-2.3337411,106.3094053,-2.4172286,0.000019180,0.000019263,5.0083,5.0092
35-XXVI-e,single,KK 083-04-01/085-04-10_126 - 05978 - 125,124_KK 083-04-01-085-04-10_126 - 05978 - 125.jpg,35-XXVI-e.jpg,1931,terrestrial,bergboussole,4352,4330,4336.3,4320.1,width,"12,5",cell,106.1426005,-2.4171457,106.2262355,-2.5006701,0.000019218,0.000019290,5.0181,5.0115
35-XXVI-f,single,KK 083-04-01/085-04-10_127 - 05978 - 126,125_KK 083-04-01-085-04-10_127 - 05978 - 126.jpg,35-XXVI-f.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4354,4344,4342.1,4326.0,both,"13,5",cell,106.2257995,-2.4170205,106.3093612,-2.5007007,0.000019192,0.000019263,5.0137,5.0208
35-XXVI-g,single,KK 083-04-01/085-04-10_128 - 05978 - 127,126_KK 083-04-01-085-04-10_128 - 05978 - 127.jpg,35-XXVI-g.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4330,4352,4326.6,4329.3,both,"14,5",cell,106.3092786,-2.4170664,106.3926774,-2.5008388,0.000019261,0.000019249,5.0039,5.0263
35-XXVI-h,single,KK 083-04-01/085-04-10_129 - 05978 - 128,127_KK 083-04-01-085-04-10_129 - 05978 - 128.jpg,35-XXVI-h.jpg,1930-1931,terrestrial,theodoliet- en bergboussole,4354,4330,4339.3,4321.3,both,"15,5",cell,106.3924315,-2.4171284,106.4760471,-2.5006295,0.000019204,0.000019284,5.0169,5.0101
35-XXVI-i,single,KK 083-04-01/085-04-10_130 - 05978 - 129,128_KK 083-04-01-085-04-10_130 - 05978 - 129.jpg,35-XXVI-i.jpg,1931-1932,terrestrial,bergboussole,4356,4340,4339.6,4324.8,both,"12,6",cell,106.1424238,-2.5003749,106.2260721,-2.5840014,0.000019203,0.000019269,5.0189,5.0176
35-XXVI-k,single,KK 083-04-01/085-04-10_131 - 05978 - 130,129_KK 083-04-01-085-04-10_131 - 05978 - 130.jpg,35-XXVI-k.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4346,4344,4325.9,4320.2,both,"13,6",cell,106.2256987,-2.5002083,106.3094192,-2.5840020,0.000019264,0.000019290,5.0232,5.0276
35-XXVI-l,single,KK 083-04-01/085-04-10_132 - 05978 - 131,130_KK 083-04-01-085-04-10_132 - 05978 - 131.jpg,35-XXVI-l.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4348,4330,4342.1,4318.6,both,"14,6",cell,106.3092480,-2.5004521,106.3926945,-2.5840051,0.000019192,0.000019296,5.0068,5.0132
35-XXVI-m,single,KK 083-04-01/085-04-10_133 - 05978 - 132,131_KK 083-04-01-085-04-10_133 - 05978 - 132.jpg,35-XXVI-m.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4344,4338,4340.2,4326.9,both,"15,6",cell,106.3926159,-2.5003981,106.4760221,-2.5839454,0.000019200,0.000019259,5.0044,5.0128
35-XXVI-n,single,KK 083-04-01/085-04-10_134 - 05978 - 133,132_KK 083-04-01-085-04-10_134 - 05978 - 133.jpg,35-XXVI-n.jpg,1931,terrestrial,theodoliet- en bergboussole,4354,4342,4339.6,4324.2,both,"12,7",cell,106.1425544,-2.5836620,106.2261643,-2.6673386,0.000019203,0.000019271,5.0166,5.0206
35-XXVI-o,single,KK 083-04-01/085-04-10_135 - 05978 - 134,133_KK 083-04-01-085-04-10_135 - 05978 - 134.jpg,35-XXVI-o.jpg,1931-1932,terrestrial,theodoliet- en bergboussole,4356,4328,4343.8,4322.3,both,"13,7",cell,106.2258801,-2.5837835,106.3094475,-2.6672266,0.000019184,0.000019280,5.0140,5.0066
35-XXVI-p,single,KK 083-04-01/085-04-10_136 - 05978 - 135,134_KK 083-04-01-085-04-10_136 - 05978 - 135.jpg,35-XXVI-p.jpg,1932,terrestrial,theodoliet- en bergboussole,4342,4334,4335.3,4324.3,both,"14,7",cell,106.3092460,-2.5837120,106.3927081,-2.6672326,0.000019222,0.000019271,5.0077,5.0112
35-XXVI-q,single,KK 083-04-01/085-04-10_137 - 05978 - 136,135_KK 083-04-01-085-04-10_137 - 05978 - 136.jpg,35-XXVI-q.jpg,1933,terrestrial,bergboussole,4352,4328,4339.7,4323.8,both,"15,7",cell,106.3924853,-2.5837893,106.4760548,-2.6672036,0.000019203,0.000019273,5.0142,5.0049
35-XXVII-a,single,KK 083-04-01/085-04-10_138 - 05978 - 137,136_KK 083-04-01-085-04-10_138 - 05978 - 137.jpg,35-XXVII-a.jpg,1934-1935,terrestrial,bergboussole,4346,4322,4339.3,4318.3,width,"12,8",cell,106.1425947,-2.6671457,106.2260567,-2.7505504,0.000019204,0.000019298,5.0077,5.0043
35-XXVII-b,single,KK 083-04-01/085-04-10_139 - 05978 - 138,137_KK 083-04-01-085-04-10_139 - 05978 - 138.jpg,35-XXVII-b.jpg,1934,terrestrial,bergboussole,4338,4330,4333.4,4330.0,width,"13,8",cell,106.2259453,-2.6671457,106.3093671,-2.7504791,0.000019230,0.000019246,5.0053,5.0000
35-XXVII-c,single,KK 083-04-01/085-04-10_140 - 05978 - 139,138_KK 083-04-01-085-04-10_140 - 05978 - 139.jpg,35-XXVII-c.jpg,1931-1934,terrestrial,theodoliet- en bergboussole,4342,4338,4329.9,4324.0,both,"14,8",cell,106.3091381,-2.6670626,106.3927044,-2.7506665,0.000019246,0.000019272,5.0140,5.0162
35-XXVII-d,single,KK 083-04-01/085-04-10_141 - 05978 - 140,139_KK 083-04-01-085-04-10_141 - 05978 - 140.jpg,35-XXVII-d.jpg,1931-1933,terrestrial,theodoliet- en bergboussole,4348,4330,4341.1,4320.7,both,"15,8",cell,106.3925851,-2.6670397,106.4760509,-2.7505523,0.000019196,0.000019287,5.0079,5.0108
35-XXVII-e,single,KK 083-04-01/085-04-10_142 - 05978 - 141,140_KK 083-04-01-085-04-10_142 - 05978 - 141.jpg,35-XXVII-e.jpg,1933-1934,terrestrial,theodoliet- en bergboussole,4346,4330,4337.8,4325.2,both,"12,9",cell,106.1425697,-2.7504521,106.2260606,-2.8338780,0.000019211,0.000019267,5.0095,5.0056
35-XXVII-f,single,KK 083-04-01/085-04-10_143 - 05978 - 142,141_KK 083-04-01-085-04-10_143 - 05978 - 142.jpg,35-XXVII-f.jpg,1934,terrestrial,bergboussole,4350,4340,4340.4,4331.2,both,"13,9",cell,106.2258974,-2.7504097,106.3094150,-2.8339127,0.000019199,0.000019240,5.0111,5.0102
35-XXVII-g,single,KK 083-04-01/085-04-10_144 - 05978 - 143,142_KK 083-04-01-085-04-10_144 - 05978 - 143.jpg,35-XXVII-g.jpg,1934,terrestrial,bergboussole,4338,4350,4331.2,4323.3,both,"14,9",cell,106.3092632,-2.7501622,106.3927274,-2.8340114,0.000019240,0.000019276,5.0079,5.0309
35-XXVII-h,single,KK 083-04-01/085-04-10_145 - 05978 - 144,143_KK 083-04-01-085-04-10_145 - 05978 - 144.jpg,35-XXVII-h.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4342,4336,4329.4,4322.1,both,"15,9",cell,106.3925966,-2.7503225,106.4761724,-2.8339245,0.000019248,0.000019281,5.0146,5.0161
35-XXVII-i,single,KK 083-04-01/085-04-10_146 - 05978 - 145,144_KK 083-04-01-085-04-10_146 - 05978 - 145.jpg,35-XXVII-i.jpg,1934,terrestrial,bergboussole,4352,4338,4336.4,4324.2,both,"12,10",cell,106.1425793,-2.8336619,106.2262125,-2.9172615,0.000019217,0.000019271,5.0180,5.0160
35-XXVII-ko,composite,KK 083-04-01/085-04-10_147 - 05978 - 146,145_KK 083-04-01-085-04-10_147 - 05978 - 146.jpg,35-XXVII-ko.jpg,1934,terrestrial,bergboussole,4344,5190,4338.0,5176.4,both,"13,10;13,11",top,106.2259357,-2.8337295,106.3093843,-2.9338402,0.000019210,0.000019289,5.0069,6.0066
35-XXVII-l,single,KK 083-04-01/085-04-10_148 - 05978 - 147,146_KK 083-04-01-085-04-10_148 - 05978 - 147.jpg,35-XXVII-l.jpg,1934,terrestrial,bergboussole,4354,4336,4341.5,4326.0,both,"14,10",cell,106.3091424,-2.8337315,106.3927157,-2.9172575,0.000019195,0.000019263,5.0144,5.0116
35-XXVII-m,single,KK 083-04-01/085-04-10_149 - 05978 - 148,147_KK 083-04-01-085-04-10_149 - 05978 - 148.jpg,35-XXVII-m.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4352,4344,4342.7,4328.3,both,"15,10",cell,106.3925218,-2.8337045,106.4760336,-2.9173403,0.000019189,0.000019253,5.0107,5.0182
35-XXVII-p,single,KK 083-04-01/085-04-10_150 - 05978 - 149,148_KK 083-04-01-085-04-10_150 - 05978 - 149.jpg,35-XXVII-p.jpg,1934,terrestrial,bergboussole,4350,4328,4337.4,4323.2,both,"14,11",cell,106.3091884,-2.9171110,106.3927638,-3.0005369,0.000019213,0.000019276,5.0145,5.0056
35-XXVII-q,single,KK 083-04-01/085-04-10_151 - 05978 - 150,149_KK 083-04-01-085-04-10_151 - 05978 - 150.jpg,35-XXVII-q.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4336,4330,4318.7,4322.7,both,"15,11",cell,106.3923727,-2.9171012,106.4760398,-3.0005759,0.000019296,0.000019278,5.0200,5.0085
35-XXVIII-d,single,KK 083-04-01/085-04-10_152 - 05978 - 151,150_KK 083-04-01-085-04-10_152 - 05978 - 151.jpg,35-XXVIII-d.jpg,1933,terrestrial,theodoliet- en bergboussole,4338,4328,4331.8,4321.3,both,"15,12",cell,106.3926024,-3.0004153,106.4760550,-3.0838781,0.000019238,0.000019284,5.0072,5.0078
36-XXVI-ie,composite,KK 083-04-01/085-04-10_153 - 05978 - 152,151_KK 083-04-01-085-04-10_153 - 05978 - 152.jpg,36-XXVI-ie.jpg,1932,terrestrial,theodoliet- en bergboussole,4352,4744,4334.1,4737.6,both,"16,6;16,5",bottom,106.4757723,-2.4922975,106.5594498,-2.5838877,0.000019227,0.000019307,5.0207,5.4954
36-XXVI-k,single,KK 083-04-01/085-04-10_154 - 05978 - 153,152_KK 083-04-01-085-04-10_154 - 05978 - 153.jpg,36-XXVI-k.jpg,1932,terrestrial,theodoliet- en bergboussole,4348,4342,4331.7,4326.7,both,"17,6",cell,106.5591055,-2.5003632,106.6427524,-2.5839921,0.000019238,0.000019260,5.0188,5.0177
36-XXVI-l,single,KK 083-04-01/085-04-10_155 - 05978 - 154,153_KK 083-04-01-085-04-10_155 - 05978 - 154.jpg,36-XXVI-l.jpg,1932,terrestrial,theodoliet- en bergboussole,4346,4340,4338.1,4324.5,both,"18,6",cell,106.6425755,-2.5002457,106.7260606,-2.5838780,0.000019210,0.000019270,5.0091,5.0179
36-XXVI-m,single,KK 083-04-01/085-04-10_156 - 05978 - 155,154_KK 083-04-01-085-04-10_156 - 05978 - 155.jpg,36-XXVI-m.jpg,1932,terrestrial,bergboussole,4352,4336,4334.9,4319.8,both,"19,6",cell,106.7257358,-2.5003633,106.8093978,-2.5840093,0.000019224,0.000019291,5.0197,5.0188
36-XXVI-n,single,KK 083-04-01/085-04-10_157 - 05978 - 156,155_KK 083-04-01-085-04-10_157 - 05978 - 156.jpg,36-XXVI-n.jpg,1932-1933,terrestrial,theodoliet- en bergboussole,4344,4334,4317.7,4320.4,both,"16,7",cell,106.4758024,-2.5836690,106.5596434,-2.6672659,0.000019300,0.000019289,5.0305,5.0158
